id,created_at,shade_key,product_key,shade_name,shade_hex,shade_order,color_family,skin_tone,undertone
423569cc-d8d4-4bb9-9756-f4ec68994a7b,2026-01-25 12:24:27.124663+00,sh_fnd_elf_camo_cc_01,fnd_elf_camo_cc,Honey,#B57B55,1,Brown,Medium,Warm
4330457f-ecc0-4050-84a1-16b0f7e5b28b,2026-01-25 12:24:27.124663+00,sh_fnd_maybelline_fitme_matte_12,fnd_maybelline_fitme_matte,Ivory,#F3D7C4,12,Nude,Fair,Neutral
44109c70-373a-452c-86ce-9df43efb7916,2026-01-25 12:24:27.124663+00,sh_esh_ud_naked_heat_06,esh_ud_naked_heat,Charcoal,#3A3A3A,6,Black,All,Cool
442d4261-a54f-4f3b-a598-4321517c3f79,2026-01-25 12:24:27.124663+00,sh_fnd_estee_double_wear_09,fnd_estee_double_wear,Golden Beige,#C18E69,9,Brown,Medium,Warm
442fff8f-d494-4873-9688-9198c09cd9e1,2026-01-25 12:24:27.124663+00,sh_mas_nyx_ontherise_02,mas_nyx_ontherise,Black,#111111,2,Black,All,Neutral
4438f2bd-93b2-44df-b7d3-733104b6e3c7,2026-01-25 12:24:27.124663+00,sh_fnd_loreal_true_match_06,fnd_loreal_true_match,Porcelain,#F7E7DA,6,Nude,Fair,Cool
4449a701-63bf-4c77-9da0-1e9e3fb70923,2026-01-25 12:24:27.124663+00,sh_fnd_covergirl_clean_06,fnd_covergirl_clean,Mocha,#5A3326,6,Brown,Deep,Neutral
450544b8-d19f-46d2-aa0f-78d2636e7c53,2026-01-25 12:24:27.124663+00,sh_esh_nyx_ultimate_05,esh_nyx_ultimate,Cocoa Brown,#8B5E3C,5,Brown,All,Neutral
4574307e-9b79-4cfa-b67f-115f25e0d7ea,2026-01-25 12:24:27.124663+00,sh_lip_revlon_super_lustrous_06,lip_revlon_super_lustrous,Rose Nude,#C97C7A,6,Pink,All,Warm
4599eff3-113f-4cde-9b87-0807214f0984,2026-01-25 12:24:27.124663+00,sh_fnd_smashbox_studio_skin_12,fnd_smashbox_studio_skin,Buff,#EECBB6,12,Nude,Light,Neutral
45b8ff04-57ac-4e91-a197-c46e05bf73dd,2026-01-25 12:24:27.124663+00,sh_lip_loreal_color_riche_09,lip_loreal_color_riche,Classic Red,#C1121F,9,Red,All,Neutral
481f8729-855b-448b-8464-5240bfc67013,2026-01-25 12:24:27.124663+00,sh_esh_maybelline_the_nudes_05,esh_maybelline_the_nudes,Copper,#B87333,5,Bronze,All,Warm
4846cb35-f03d-4044-bd24-38c0778bf8af,2026-01-25 12:24:27.124663+00,sh_esh_catrice_the_coffret_03,esh_catrice_the_coffret,Mauve Haze,#B56576,3,Pink,All,Cool
486a524b-7fa7-47fe-b713-5db23da9cf2a,2026-03-11 07:57:00.306675+00,pinky,rosy_foundation,pinky,#d9c4c4,1,Pink,Fair,Cool
48abd1c4-cdc3-4930-a7ca-6801fd582f6a,2026-01-25 12:24:27.124663+00,sh_mas_maybelline_skyhigh_02,mas_maybelline_skyhigh,Soft Black,#2B2B2B,2,Black,All,Neutral
48cddae8-9741-4053-ae2c-d7d3cde90395,2026-01-25 12:24:27.124663+00,sh_gloss_elf_lip_lacquer_02,gloss_elf_lip_lacquer,Glass Clear,#F8F1EE,2,Clear,All,Neutral
48d7743c-9c92-4d36-a1ae-78cef76a945a,2026-01-25 12:24:27.124663+00,sh_fnd_loreal_infallible_freshwear_06,fnd_loreal_infallible_freshwear,Honey,#B57B55,6,Brown,Medium,Warm
48d824c4-2b0d-4836-8794-b3ff6fd3ffa2,2026-01-25 12:24:27.124663+00,sh_fnd_maybelline_fitme_matte_01,fnd_maybelline_fitme_matte,Golden Beige,#C18E69,1,Brown,Medium,Warm
490ab7d7-13a0-44b5-9935-92d3ebd7c1d8,2026-03-15 12:43:17.287319+00,dusky,esh_colourpop_going_coconuts,Dusky,#74256d,8,Purple,All,Cool
4931f26e-19f6-445d-954e-61fe0ce28e55,2026-01-25 12:24:27.124663+00,sh_fnd_revlon_colorstay_01,fnd_revlon_colorstay,Cocoa,#6E3F2F,1,Brown,Deep,Neutral
49674251-e156-4963-a49d-91d6f2101fa7,2026-01-25 12:24:27.124663+00,sh_gloss_elf_lip_lacquer_08,gloss_elf_lip_lacquer,Berry Glaze,#7A1E3A,8,Berry,All,Cool
4a41e44a-c3a6-4e6e-9421-6a1cb03c3108,2026-01-25 12:24:27.124663+00,sh_lip_clinique_pop_09,lip_clinique_pop,Velvet Nude,#D19A8A,9,Nude,All,Warm
4b373321-248e-4cc8-9730-33680eca3a5f,2026-01-25 12:24:27.124663+00,sh_esh_too_faced_chocolate_01,esh_too_faced_chocolate,Vanilla Cream,#F2E6D8,1,Nude,All,Warm
4bb35c14-f5ba-4cd8-b22d-ef708d96c2cd,2026-01-25 12:24:27.124663+00,sh_mas_maybelline_skyhigh_01,mas_maybelline_skyhigh,Black,#111111,1,Black,All,Neutral
4c358f7e-55a5-471d-8d6c-6ca04f14f545,2026-01-25 12:24:27.124663+00,sh_lip_burtsbees_tinted_04,lip_burtsbees_tinted,Plum,#5A2A5A,4,Purple,All,Cool
4c767991-03d8-4d9b-a320-c0842c6945ac,2026-01-25 12:24:27.124663+00,sh_eln_kvd_tattoo_02,eln_kvd_tattoo,Espresso,#3B2A22,2,Brown,All,Neutral
4c91a44f-a08f-4225-8c43-e30ca8169326,2026-01-25 12:24:27.124663+00,sh_lip_revlon_super_lustrous_07,lip_revlon_super_lustrous,Dusty Pink,#B56576,7,Pink,All,Cool
4cac3912-04f9-4024-89e7-b57fb03b486b,2026-01-25 12:24:27.124663+00,sh_esh_covergirl_trunaked_roses_01,esh_covergirl_trunaked_roses,Charcoal,#3A3A3A,1,Black,All,Cool
4d5dfd15-c87a-4a58-856b-8a681d91e748,2026-01-25 12:24:27.124663+00,sh_fnd_smashbox_studio_skin_08,fnd_smashbox_studio_skin,Porcelain,#F7E7DA,8,Nude,Fair,Cool
4e834fef-53ed-445d-bc51-f5845d546080,2026-01-25 12:24:27.124663+00,sh_lsh_ardell_wispies_02,lsh_ardell_wispies,Volume,#000000,2,Black,All,Neutral
4ef691d7-4ddb-4c23-9bd8-9f4fae27aa39,2026-01-25 12:24:27.124663+00,sh_blu_nars_powder_blush_01,blu_nars_powder_blush,Coral,#F07167,1,Coral,All,Warm
4f180834-0edb-4dbe-9ece-c563252901b5,2026-01-25 12:24:27.124663+00,sh_lip_clinique_pop_10,lip_clinique_pop,Rose Nude,#C97C7A,10,Pink,All,Warm
4f4e3138-b922-4253-af0c-e2a20d519730,2026-01-25 12:24:27.124663+00,sh_eln_wetnwild_breakup_01,eln_wetnwild_breakup,Deep Brown,#5A3A2B,1,Brown,All,Neutral
50736ae3-24cb-45e5-b08e-dbea1e50ad0f,2026-01-25 12:24:27.124663+00,sh_fnd_smashbox_studio_skin_07,fnd_smashbox_studio_skin,Ebony,#4B2A21,7,Brown,Deep,Neutral
5089856c-41dd-4eea-ae1e-b71602538d29,2026-01-25 12:24:27.124663+00,sh_fnd_loreal_infallible_freshwear_02,fnd_loreal_infallible_freshwear,Natural Beige,#E3BFA7,2,Nude,Light,Neutral
519a1465-17c4-433b-bf4a-d8e4ae98f899,2026-01-25 12:24:27.124663+00,sh_esh_colourpop_going_coconuts_06,esh_colourpop_going_coconuts,Rose Dust,#C97C7A,6,Pink,All,Warm
51b5d5f6-8a33-41ae-aad1-344f120d31d2,2026-01-25 12:24:27.124663+00,sh_fnd_elf_camo_cc_07,fnd_elf_camo_cc,Espresso,#4E2C23,7,Brown,Deep,Neutral
5243b9b3-e84d-48a3-8c66-0fe5076fe646,2026-01-25 12:24:27.124663+00,sh_hgl_fenty_killah_watt_01,hgl_fenty_killah_watt,Champagne,#E6D2AA,1,Gold,All,Warm
52495a13-b4ef-4883-a338-1f236c92b09c,2026-01-25 12:24:27.124663+00,sh_blu_essence_the_blush_05,blu_essence_the_blush,Rosy Nude,#E3A8A1,5,Pink,All,Neutral
53279b24-1826-4ba5-9723-b940b2f3b8f1,2026-01-25 12:24:27.124663+00,sh_gloss_buxom_fullon_04,gloss_buxom_fullon,Champagne,#E6D2AA,4,Gold,All,Warm
53b2ef89-e475-444a-8fa3-ab2f5e970ea8,2026-01-25 12:24:27.124663+00,sh_lip_milani_color_statement_03,lip_milani_color_statement,Peach Nude,#E6A57E,3,Nude,All,Warm
549d09a1-a835-4ee1-ab9d-185791a7d192,2026-01-25 12:24:27.124663+00,sh_blu_maybelline_fitme_blush_01,blu_maybelline_fitme_blush,Mauve,#B56576,1,Pink,All,Cool
551e5b6d-a80f-4bae-a7e6-bb17c99d6058,2026-01-25 12:24:27.124663+00,sh_lip_mac_matte_08,lip_mac_matte,Peach Nude,#E6A57E,8,Nude,All,Warm
56a84c65-b7a3-4654-ba5a-af6931dd156f,2026-01-25 12:24:27.124663+00,sh_hgl_milani_strobelight_02,hgl_milani_strobelight,Rose Gold,#E3A8A1,2,Pink,All,Warm
578a9bc8-13c3-430d-9bdf-182dda098462,2026-01-25 12:24:27.124663+00,sh_fnd_too_faced_born_this_way_07,fnd_too_faced_born_this_way,Cocoa,#6E3F2F,7,Brown,Deep,Neutral
57c91f52-fd94-472b-99fa-16b28a9f7e4c,2026-01-25 12:24:27.124663+00,sh_hgl_maybelline_master_chrome_04,hgl_maybelline_master_chrome,Copper Glow,#B87333,4,Bronze,All,Warm
57d6f789-39b2-4e69-b632-7001ab54126b,2026-01-25 12:24:27.124663+00,sh_blu_essence_the_blush_01,blu_essence_the_blush,Mauve,#B56576,1,Pink,All,Cool
580b438d-8e8d-4c6e-a5ff-343511ccab14,2026-01-25 12:24:27.124663+00,sh_lip_maybelline_color_sensational_matte_03,lip_maybelline_color_sensational_matte,Velvet Nude,#D19A8A,3,Nude,All,Warm
58cb70b7-6690-402a-8984-a47ed8bbb944,2026-01-25 12:24:27.124663+00,sh_hgl_wetnwild_megaglo_03,hgl_wetnwild_megaglo,Copper Glow,#B87333,3,Bronze,All,Warm
5957019d-4f2b-4d94-aa75-fc718d562d7a,2026-01-25 12:24:27.124663+00,sh_lip_colourpop_lippie_stix_01,lip_colourpop_lippie_stix,Berry,#7A1E3A,1,Berry,All,Cool
597295bb-348a-4e2e-b8cc-0e6fea4f0734,2026-01-25 12:24:27.124663+00,sh_lip_milani_color_statement_07,lip_milani_color_statement,Dusty Pink,#B56576,7,Pink,All,Cool
599e77d8-e195-4114-8e97-a6164c932034,2026-01-25 12:24:27.124663+00,sh_lip_maybelline_superstay_matte_ink_09,lip_maybelline_superstay_matte_ink,Berry,#7A1E3A,9,Berry,All,Cool
5a746477-515f-4d01-bc40-f9b2456e4f43,2026-01-25 12:24:27.124663+00,sh_fnd_loreal_infallible_freshwear_10,fnd_loreal_infallible_freshwear,Cocoa,#6E3F2F,10,Brown,Deep,Neutral
5b1ea1c5-5c4d-4691-aafa-e26cf3619ba1,2026-01-25 12:24:27.124663+00,sh_mas_covergirl_lashblast_02,mas_covergirl_lashblast,Brown,#5A3A2B,2,Brown,All,Neutral
5b1f6ed2-9d27-481d-a676-0883fa696df0,2026-01-25 12:24:27.124663+00,sh_lip_milani_color_statement_05,lip_milani_color_statement,Velvet Nude,#D19A8A,5,Nude,All,Warm
5b33321d-cca3-4857-bb43-841d5f442337,2026-01-25 12:24:27.124663+00,sh_gloss_nyx_butter_gloss_04,gloss_nyx_butter_gloss,Peach Sheen,#F6C49E,4,Peach,All,Warm
5bd85dcf-10c2-4833-8c06-c1b7509d9288,2026-01-25 12:24:27.124663+00,sh_lip_loreal_color_riche_04,lip_loreal_color_riche,Dusty Pink,#B56576,4,Pink,All,Cool
5cef8ff3-1b14-4073-b0bc-fb77501ed5e9,2026-01-25 12:24:27.124663+00,sh_gloss_buxom_fullon_05,gloss_buxom_fullon,Caramel Shine,#D9A17A,5,Brown,All,Warm
5cfb47cc-e370-4341-8ab1-e7deae9752aa,2026-03-15 12:31:59.942631+00,deep_sky,esh_maybelline_the_nudes,deep sky,#378bae,9,Blue,All,Cool
5e78d33f-d5a5-48cf-8d9f-557b116bc387,2026-01-25 12:24:27.124663+00,sh_blu_benefit_dandelion_04,blu_benefit_dandelion,Warm Tan,#D8A47F,4,Brown,All,Warm
5edede9a-3a7e-417d-851e-c948986ea787,2026-01-25 12:24:27.124663+00,sh_gloss_colourpop_sojuicy_01,gloss_colourpop_sojuicy,Glass Clear,#F8F1EE,1,Clear,All,Neutral
5eedfb72-8386-49e8-bf47-800c5460bfcd,2026-01-25 12:24:27.124663+00,sh_fnd_loreal_true_match_05,fnd_loreal_true_match,Ebony,#4B2A21,5,Brown,Deep,Neutral
5efaa82f-0bf4-421a-a531-291e4cbd1ab6,2026-01-25 12:24:27.124663+00,sh_esh_ud_naked_heat_02,esh_ud_naked_heat,Mauve Haze,#B56576,2,Pink,All,Cool
5f449071-4067-4365-acf7-54cf07f03259,2026-03-15 12:31:59.942631+00,deep,esh_maybelline_the_nudes,Deep,#be5050,8,Red,All,Warm
60415293-dce8-4508-84ac-c8b4891fc473,2026-01-25 12:24:27.124663+00,sh_eln_maybelline_hypereasy_01,eln_maybelline_hypereasy,Deep Brown,#5A3A2B,1,Brown,All,Neutral
60544929-513d-4c0f-9cb1-fc51cadebdd8,2026-01-25 12:24:27.124663+00,sh_lip_nyx_soft_matte_02,lip_nyx_soft_matte,Rose Nude,#C97C7A,2,Pink,All,Warm
609deaab-7862-4020-b3f2-6699f620b946,2026-01-25 12:24:27.124663+00,sh_eln_elf_h2o_proof_04,eln_elf_h2o_proof,Plum,#4A1F3A,4,Purple,All,Cool
61d4b0b1-b5a3-46d9-92f2-7aeecc7efbcc,2026-01-25 12:24:27.124663+00,sh_esh_covergirl_trunaked_roses_04,esh_covergirl_trunaked_roses,Copper,#B87333,4,Bronze,All,Warm
622a00bf-fcc9-4bc1-a7a5-d588a00d2263,2026-01-25 12:24:27.124663+00,sh_blu_nars_powder_blush_02,blu_nars_powder_blush,Rose,#C97C7A,2,Pink,All,Warm
6278f6f5-a1da-4085-b624-f28094253d71,2026-01-25 12:24:27.124663+00,sh_esh_maybelline_the_nudes_03,esh_maybelline_the_nudes,Soft Gold,#E6C98F,3,Gold,All,Warm
635da591-bc0a-486b-b3db-fc6b4dce42b8,2026-01-25 12:24:27.124663+00,sh_fnd_maybelline_fitme_matte_04,fnd_maybelline_fitme_matte,Chestnut,#8D553C,4,Brown,Deep,Warm
635db647-3be4-40bf-9aae-36b3c8d4900c,2026-01-25 12:24:27.124663+00,sh_gloss_maybelline_lifter_04,gloss_maybelline_lifter,Rose Glow,#F2B5C4,4,Pink,All,Cool
63878c65-347d-4f0c-8fed-fed295d1c6c0,2026-01-25 12:24:27.124663+00,sh_fnd_revlon_colorstay_06,fnd_revlon_colorstay,Alabaster,#F7E6D8,6,Nude,Fair,Cool
638f44ed-e45d-4bdf-b540-07f78d23e1d0,2026-01-25 12:24:27.124663+00,sh_esh_catrice_the_coffret_05,esh_catrice_the_coffret,Cocoa Brown,#8B5E3C,5,Brown,All,Neutral
64a27cb0-6e21-4933-89ba-399b84a54132,2026-01-25 12:24:27.124663+00,sh_hgl_maybelline_master_chrome_01,hgl_maybelline_master_chrome,Gold,#E6C98F,1,Gold,All,Warm
659125a9-7b0c-4984-8ea9-a4a47431be99,2026-01-25 12:24:27.124663+00,sh_lip_maybelline_superstay_matte_ink_10,lip_maybelline_superstay_matte_ink,Plum,#5A2A5A,10,Purple,All,Cool
65c6b240-da63-4113-bb07-9bd1de056e48,2026-01-25 12:24:27.124663+00,sh_fnd_catrice_hd_liquid_11,fnd_catrice_hd_liquid,Chestnut,#8D553C,11,Brown,Deep,Warm
66249aa7-d33d-49d5-8f83-d207a44dccc0,2026-01-25 12:24:27.124663+00,sh_blu_elf_putty_blush_02,blu_elf_putty_blush,Rose,#C97C7A,2,Pink,All,Warm
665ad85b-07dc-4454-820b-0202a15c27de,2026-01-25 12:24:27.124663+00,sh_lip_loreal_color_riche_02,lip_loreal_color_riche,Velvet Nude,#D19A8A,2,Nude,All,Warm
66b39b9a-f046-45e7-bdb2-520bf93ffa2e,2026-01-25 12:24:27.124663+00,sh_lip_mac_matte_06,lip_mac_matte,Brick Red,#9A1F2C,6,Red,All,Warm
66b61086-a1b2-40ea-9b78-9d20d0f86491,2026-01-25 12:24:27.124663+00,sh_fnd_clinique_even_better_09,fnd_clinique_even_better,Alabaster,#F7E6D8,9,Nude,Fair,Cool
6758bffd-ed9c-4f06-9b0c-9c407a5bfd17,2026-01-25 12:24:27.124663+00,sh_lip_revlon_super_lustrous_03,lip_revlon_super_lustrous,Peach Nude,#E6A57E,3,Nude,All,Warm
67ce8a20-71e4-41cb-8e4b-0ae220f1ab1d,2026-01-25 12:24:27.124663+00,sh_blu_elf_putty_blush_05,blu_elf_putty_blush,Warm Tan,#D8A47F,5,Brown,All,Warm
67d0e52c-ed24-4309-b0bb-2d813e6e319b,2026-01-25 12:24:27.124663+00,sh_lip_revlon_super_lustrous_08,lip_revlon_super_lustrous,Mauve,#8A3D5C,8,Pink,All,Cool
67fc0603-5c74-4fb8-a573-de3faea81971,2026-01-25 12:24:27.124663+00,sh_lip_revlon_super_lustrous_01,lip_revlon_super_lustrous,Brick Red,#9A1F2C,1,Red,All,Warm
688bbd83-ba01-4d3c-8c79-a3538b677ffc,2026-01-25 12:24:27.124663+00,sh_mas_nyx_ontherise_01,mas_nyx_ontherise,Brown,#5A3A2B,1,Brown,All,Neutral
689dad73-a271-420a-8e5b-a0b6281c52b5,2026-01-25 12:24:27.124663+00,sh_lip_burtsbees_tinted_06,lip_burtsbees_tinted,Classic Red,#C1121F,6,Red,All,Neutral
695e3908-1d39-4b1f-a76a-601248ddc548,2026-01-25 12:24:27.124663+00,sh_blu_maybelline_fitme_blush_03,blu_maybelline_fitme_blush,Warm Tan,#D8A47F,3,Brown,All,Warm
69df8043-ecdb-4389-b4b2-fca7e5e0aeec,2026-01-25 12:24:27.124663+00,sh_fnd_loreal_true_match_12,fnd_loreal_true_match,Natural Beige,#E3BFA7,12,Nude,Light,Neutral
69e3f4e5-f13c-4d25-b39d-8267d4810ac5,2026-01-25 12:24:27.124663+00,sh_gloss_buxom_fullon_07,gloss_buxom_fullon,Berry Glaze,#7A1E3A,7,Berry,All,Cool
6a827fcd-5285-44aa-b22e-48845033ba8b,2026-01-25 12:24:27.124663+00,sh_eln_revlon_colorstay_01,eln_revlon_colorstay,Deep Brown,#5A3A2B,1,Brown,All,Neutral
6aa7962d-8a99-49cc-9c52-22987710aad3,2026-01-25 12:24:27.124663+00,sh_gloss_colourpop_sojuicy_06,gloss_colourpop_sojuicy,Chocolate Glaze,#8B5E3C,6,Brown,All,Warm
6b78c68f-1730-4479-8edf-053bbe2a4901,2026-01-25 12:24:27.124663+00,sh_fnd_too_faced_born_this_way_01,fnd_too_faced_born_this_way,Sand,#CFA07F,1,Brown,Medium,Warm
6c67fc77-fc13-49fc-9d98-1eea275dbb4b,2026-01-25 12:24:27.124663+00,sh_fnd_elf_camo_cc_12,fnd_elf_camo_cc,Vanilla,#EFCDB9,12,Nude,Fair,Neutral
6ccfdc87-0c38-4f28-b278-2eab6aebacee,2026-01-25 12:24:27.124663+00,sh_eln_stila_stay_all_day_01,eln_stila_stay_all_day,Navy,#1F2A5A,1,Blue,All,Cool
6cdd1c40-45e3-4819-a794-42a649c300c2,2026-01-25 12:24:27.124663+00,sh_fnd_catrice_hd_liquid_04,fnd_catrice_hd_liquid,Nude Beige,#E4BFA6,4,Nude,Light,Neutral
6d75b917-8dcc-4350-ae26-b79b7a6bca80,2026-01-25 12:24:27.124663+00,sh_lip_colourpop_lippie_stix_03,lip_colourpop_lippie_stix,Deep Wine,#4A0E23,3,Berry,All,Cool
6d8960ba-aca9-4e46-8a13-5f9a76037b97,2026-01-25 12:24:27.124663+00,sh_fnd_too_faced_born_this_way_05,fnd_too_faced_born_this_way,Chestnut,#8D553C,5,Brown,Deep,Warm
6db0acfa-c581-4fa9-b242-d1064bb0d9ab,2026-01-25 12:24:27.124663+00,sh_esh_catrice_the_coffret_04,esh_catrice_the_coffret,Rosewood,#8A3D5C,4,Pink,All,Warm
6e4a0b23-adf0-4be3-ac10-615db2a53117,2026-01-25 12:24:27.124663+00,sh_fnd_nyx_cantstopwontstop_07,fnd_nyx_cantstopwontstop,Ebony,#4B2A21,7,Brown,Deep,Neutral
6efc5e17-c40c-49a5-aec7-17ea5ebcd07d,2026-01-25 12:24:27.124663+00,sh_gloss_nyx_butter_gloss_05,gloss_nyx_butter_gloss,Champagne,#E6D2AA,5,Gold,All,Warm
6f271668-5f04-43f2-ba66-a9a8c60fc452,2026-01-25 12:24:27.124663+00,sh_lip_elf_cream_01,lip_elf_cream,Dusty Pink,#B56576,1,Pink,All,Cool
7060f03f-9e54-4862-ac18-fe87d356b5a7,2026-01-25 12:24:27.124663+00,sh_lip_maybelline_superstay_matte_ink_07,lip_maybelline_superstay_matte_ink,Dusty Pink,#B56576,7,Pink,All,Cool
7125ca10-485e-4945-8f54-032aea20c335,2026-01-25 12:24:27.124663+00,sh_fnd_covergirl_clean_04,fnd_covergirl_clean,Deep Tan,#8A533B,4,Brown,Deep,Warm
72519a11-daad-486a-85c0-408770cf445f,2026-01-25 12:24:27.124663+00,sh_esh_milani_gilded_06,esh_milani_gilded,Warm Sand,#D8AE90,6,Brown,All,Warm
72527d15-36f9-481c-9bbb-2e37bf9d5a22,2026-01-25 12:24:27.124663+00,sh_hgl_milani_strobelight_01,hgl_milani_strobelight,Gold,#E6C98F,1,Gold,All,Warm
728cb259-07a9-4f25-bf5f-902bbc936c19,2026-01-25 12:24:27.124663+00,sh_mas_maybelline_skyhigh_03,mas_maybelline_skyhigh,Brown Black,#3B2A22,3,Brown,All,Neutral
72d9af48-c805-4cb1-87ec-c4601940ca87,2026-01-25 12:24:27.124663+00,sh_esh_abh_soft_glam_05,esh_abh_soft_glam,Rosewood,#8A3D5C,5,Pink,All,Warm
73d667e8-8c04-4a32-a20f-35c5a914cecd,2026-01-25 12:24:27.124663+00,sh_lip_colourpop_lippie_stix_08,lip_colourpop_lippie_stix,Brown Nude,#8B5E3C,8,Brown,All,Warm
743de638-090d-4db8-8f10-3e568d0cd18e,2026-01-25 12:24:27.124663+00,sh_blu_burtsbees_blush_05,blu_burtsbees_blush,Peach,#F6C49E,5,Peach,All,Warm
7487f224-e85b-4e22-a11e-b2b724c9079c,2026-01-25 12:24:27.124663+00,sh_blu_essence_the_blush_04,blu_essence_the_blush,Soft Pink,#F2A7B5,4,Pink,All,Cool
753d6164-1e66-4c5f-9640-a92a1cb34142,2026-01-25 12:24:27.124663+00,sh_fnd_loreal_infallible_freshwear_01,fnd_loreal_infallible_freshwear,Nude Beige,#E4BFA6,1,Nude,Light,Neutral
75725970-863b-48e4-91ce-f1048a7463e8,2026-01-25 12:24:27.124663+00,sh_fnd_covergirl_clean_09,fnd_covergirl_clean,Porcelain,#F7E7DA,9,Nude,Fair,Cool
75d04507-449b-4076-9a58-f2ffebe7c95d,2026-01-25 12:24:27.124663+00,sh_fnd_smashbox_studio_skin_05,fnd_smashbox_studio_skin,Mocha,#5A3326,5,Brown,Deep,Neutral
767f78df-6d9a-4838-9a12-ce6154beea86,2026-01-25 12:24:27.124663+00,sh_esh_colourpop_going_coconuts_01,esh_colourpop_going_coconuts,Champagne Glow,#E6D2AA,1,Gold,All,Warm
76838daa-a0cb-44b4-a6a4-c3b538f3da6e,2026-01-25 12:24:27.124663+00,sh_lip_burtsbees_tinted_01,lip_burtsbees_tinted,Dusty Pink,#B56576,1,Pink,All,Cool
774dc676-173f-4f88-919a-85151ae6b0ed,2026-01-25 12:24:27.124663+00,sh_lip_mac_matte_03,lip_mac_matte,Plum,#5A2A5A,3,Purple,All,Cool
7767e517-08b5-45fc-88a0-85cd92285ad1,2026-01-25 12:24:27.124663+00,sh_blu_clinique_cheek_pop_05,blu_clinique_cheek_pop,Mauve,#B56576,5,Pink,All,Cool
779cad39-7f77-4308-ad1d-4402b42c50e9,2026-01-25 12:24:27.124663+00,sh_blu_burtsbees_blush_04,blu_burtsbees_blush,Rosy Nude,#E3A8A1,4,Pink,All,Neutral
77aaba50-25ea-4a9a-8aed-e54565d5eb78,2026-01-25 12:24:27.124663+00,sh_mas_elf_big_mood_03,mas_elf_big_mood,Black,#111111,3,Black,All,Neutral
77d59c1a-41ff-46f2-a3db-db75a346e469,2026-01-25 12:24:27.124663+00,sh_fnd_revlon_colorstay_12,fnd_revlon_colorstay,Warm Nude,#DDB294,12,Nude,Light,Warm
77fe7226-c4ce-4974-92a8-f00a99121345,2026-01-25 12:24:27.124663+00,sh_lsh_velour_natural_01,lsh_velour_natural,Wispy,#000000,1,Black,All,Neutral
7823ef2c-2dec-4369-a63e-270a82969380,2026-01-25 12:24:27.124663+00,sh_lip_clinique_pop_08,lip_clinique_pop,Brown Nude,#8B5E3C,8,Brown,All,Warm
789bb6c2-3286-4f7f-8311-88ca6ed98361,2026-01-25 12:24:27.124663+00,sh_lip_maybelline_color_sensational_matte_10,lip_maybelline_color_sensational_matte,Classic Red,#C1121F,10,Red,All,Neutral
79cb9e7b-770d-45b3-84e5-2e1f11dacd53,2026-01-25 12:24:27.124663+00,sh_gloss_milani_ludicrous_04,gloss_milani_ludicrous,Red Spark,#C1121F,4,Red,All,Warm
79f65afa-1c0e-4810-8a27-329cc2a08aa8,2026-01-25 12:24:27.124663+00,sh_fnd_covergirl_clean_02,fnd_covergirl_clean,Caramel,#A36545,2,Brown,Tan,Warm
7a4591d2-624e-4ff5-9e03-e6d011099ff5,2026-01-25 12:24:27.124663+00,sh_esh_covergirl_trunaked_roses_06,esh_covergirl_trunaked_roses,Soft Taupe,#CBB9A6,6,Brown,All,Cool
7b664c1c-dbb3-426a-8dea-8a477595b598,2026-01-25 12:24:27.124663+00,sh_fnd_estee_double_wear_10,fnd_estee_double_wear,Honey,#B57B55,10,Brown,Medium,Warm
7b6ceda4-ddeb-4548-8b17-b7c974308be6,2026-01-25 12:24:27.124663+00,sh_eln_elf_h2o_proof_03,eln_elf_h2o_proof,Navy,#1F2A5A,3,Blue,All,Cool
7c3472d7-c8bf-452a-86a2-29510c0bd045,2026-01-25 12:24:27.124663+00,sh_lip_nyx_soft_matte_05,lip_nyx_soft_matte,Berry,#7A1E3A,5,Berry,All,Cool
7c4aa3cf-3e34-4c1e-a3bf-4168cc8683ad,2026-01-25 12:24:27.124663+00,sh_lsh_kiss_luxtensions_02,lsh_kiss_luxtensions,Natural,#000000,2,Black,All,Neutral
7c7f1718-4dc2-4c8f-ab0a-571f546f8e52,2026-01-25 12:24:27.124663+00,sh_lip_burtsbees_tinted_03,lip_burtsbees_tinted,Berry,#7A1E3A,3,Berry,All,Cool
7dce1b88-1ce6-4f88-8943-5c4be84ca9bc,2026-01-25 12:24:27.124663+00,sh_fnd_loreal_true_match_03,fnd_loreal_true_match,Mocha,#5A3326,3,Brown,Deep,Neutral
7e25f3dc-a43d-4fdb-ae97-3deea5e56a67,2026-01-25 12:24:27.124663+00,sh_fnd_clinique_even_better_03,fnd_clinique_even_better,Deep Tan,#8A533B,3,Brown,Deep,Warm
7e57d8a0-1f20-40e1-b6e0-33403c6a8044,2026-01-25 12:24:27.124663+00,sh_lip_nyx_soft_matte_10,lip_nyx_soft_matte,Coral,#F07167,10,Coral,All,Warm
7ffe9196-b012-4ec1-81f7-f7344b69b376,2026-01-25 12:24:27.124663+00,sh_lip_revlon_super_lustrous_05,lip_revlon_super_lustrous,Velvet Nude,#D19A8A,5,Nude,All,Warm
814377ae-fbf8-434f-8d90-4272303967ba,2026-01-25 12:24:27.124663+00,sh_esh_colourpop_going_coconuts_05,esh_colourpop_going_coconuts,Warm Sand,#D8AE90,5,Brown,All,Warm
