id,created_at,product_key,name,brand,category,price,currency,image_url,is_skin_friendly,tags,finish,coverage,is_active,updated_at,description,skin_type,item_form
ae514773-1423-4b9a-8daf-4977d681b899,2026-01-25 12:20:45.448514+00,fnd_catrice_hd_liquid,HD Liquid Coverage Foundation,Catrice,foundation,11.99,USD,https://images.openbeautyfacts.org/images/products/425/094/759/8290/front_ro.4.400.jpg,true,non_comedogenic,natural,full,true,2026-01-25 12:20:45.448514+00,"HD Liquid Coverage Foundation by Catrice is a foundation designed for comfortable all-day wear. It offers full coverage; a natural finish; features non_comedogenic; skin-friendly formula. Use it alone for a natural base or pair it with your routine for a polished finish.","Oily, Combination",Liquid
b243f8f1-5d05-4876-9d14-4d23119ba1ff,2026-01-25 12:20:45.448514+00,lip_nyx_soft_matte,Soft Matte Lip Cream,NYX,lipstick,9.0,USD,https://images.openbeautyfacts.org/images/products/080/089/714/2926/front_es.6.400.jpg,true,fragrance_free,matte,,true,2026-01-25 12:20:45.448514+00,"Soft Matte Lip Cream by NYX is a lipstick designed for smooth, blendable application. It offers a matte finish; features fragrance_free; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Cream
b2867a91-d226-44a8-aec2-f0185a2bfb63,2026-01-25 12:20:45.448514+00,blu_burtsbees_blush,Blush with Natural Origin Pigments,Burt's Bees,blush,9.99,USD,,true,sensitive_friendly,matte,,true,2026-01-25 12:20:45.448514+00,"Blush with Natural Origin Pigments by Burt's Bees is a blush designed for smooth, blendable application. It offers a matte finish; features sensitive_friendly; skin-friendly formula. Blend it softly for a natural flush or build it up for more impact.",All,Powder
b9263924-d79e-4eb6-a56e-378cf2b5d681,2026-01-25 12:20:45.448514+00,lip_maybelline_superstay_matte_ink,SuperStay Matte Ink Liquid Lipstick,Maybelline,lipstick,12.99,USD,https://images.openbeautyfacts.org/images/products/004/155/449/6925/front_en.4.400.jpg,true,non_comedogenic,satin,,true,2026-01-25 12:20:45.448514+00,"SuperStay Matte Ink Liquid Lipstick by Maybelline is a lipstick designed for smooth, blendable application. It offers a satin finish; features non_comedogenic; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
b9a80638-8de2-43d7-aba7-e5ef5b4b5186,2026-01-25 12:20:45.448514+00,hgl_milani_strobelight,Strobelight Instant Glow Powder,Milani,highlighter,9.99,USD,https://images.openbeautyfacts.org/images/products/200/000/015/2405/front_en.3.400.jpg,true,,shimmer,,true,2026-01-25 12:20:45.448514+00,"Strobelight Instant Glow Powder by Milani is a powder designed for comfortable all-day wear. It offers a shimmer finish; skin-friendly formula. Use it alone for a natural base or pair it with your routine for a polished finish.",All,Powder
b9c4dc4b-aeaf-42b1-826c-acbeefced788,2026-01-25 12:20:45.448514+00,fnd_loreal_true_match,True Match Super-Blendable Foundation,L'Oréal,foundation,14.99,USD,https://images.openbeautyfacts.org/images/products/361/422/095/4011/front_en.5.400.jpg,true,sensitive_friendly,natural,medium,true,2026-01-25 12:20:45.448514+00,"True Match Super-Blendable Foundation by L'Oréal is a foundation designed for comfortable all-day wear. It offers medium coverage; a natural finish; features sensitive_friendly; skin-friendly formula. Use it alone for a natural base or pair it with your routine for a polished finish.",Normal,Liquid
bb2a5d87-38c1-490e-b0dc-8499ebc0620c,2026-01-25 12:20:45.448514+00,eln_elf_h2o_proof,H2O Proof Eyeliner Pen,e.l.f.,eyeliner,6.0,USD,https://images.openbeautyfacts.org/images/products/000/000/167/8832/front_en.3.400.jpg,true,fragrance_free,matte,,true,2026-01-25 12:20:45.448514+00,"H2O Proof Eyeliner Pen by e.l.f. is a lip liner designed for smooth, blendable application. It offers a matte finish; features fragrance_free; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
bbd0154e-04da-43d1-91d0-c98af27058de,2026-01-25 12:20:45.448514+00,fnd_estee_double_wear,Double Wear Stay-in-Place Foundation,Estée Lauder,foundation,43.0,USD,https://images.openbeautyfacts.org/images/products/088/716/761/6844/front_es.6.400.jpg,false,long_wear,matte,full,true,2026-01-25 12:20:45.448514+00,"Double Wear Stay-in-Place Foundation by Estée Lauder is a foundation designed for comfortable all-day wear. It offers full coverage; a matte finish; features long_wear. Use it alone for a natural base or pair it with your routine for a polished finish.","Oily, Combination",Liquid
d0577a3f-13e0-47d0-939f-01ecc012c9e7,2026-01-25 12:20:45.448514+00,fnd_clinique_even_better,Even Better Makeup Foundation,Clinique,foundation,32.0,USD,https://images.openbeautyfacts.org/images/products/002/071/432/4667/front_es.6.400.jpg,true,allergy_tested,satin,medium,true,2026-01-25 12:20:45.448514+00,"Even Better Makeup Foundation by Clinique is a foundation designed for comfortable all-day wear. It offers medium coverage; a satin finish; features allergy_tested; skin-friendly formula. Use it alone for a natural base or pair it with your routine for a polished finish.","Dry, Normal",Liquid
d219fecb-27e1-48ff-9bd4-89e582c5fb01,2026-01-25 12:20:45.448514+00,fnd_too_faced_born_this_way,Born This Way Foundation,Too Faced,foundation,39.0,USD,https://images.openbeautyfacts.org/images/products/065/198/670/1308/front_en.13.400.jpg,false,,natural,medium,true,2026-01-25 12:20:45.448514+00,"Born This Way Foundation by Too Faced is a foundation designed for comfortable all-day wear. It offers medium coverage; a natural finish. Use it alone for a natural base or pair it with your routine for a polished finish.",Normal,Liquid
d2460503-f289-41ef-a9ec-a469943c951c,2026-01-25 12:20:45.448514+00,hgl_elf_halo_glow,Halo Glow Liquid Filter,e.l.f.,highlighter,14.0,USD,,true,fragrance_free,dewy,,true,2026-01-25 12:20:45.448514+00,"Halo Glow Liquid Filter by e.l.f. is a highlighter designed for smooth, blendable application. It offers a dewy finish; features fragrance_free; skin-friendly formula. Blend it softly for a natural flush or build it up for more impact.",Dry,Liquid
e1669a15-78eb-4ee0-8a8b-0ab21f33aea4,2026-01-25 12:20:45.448514+00,blu_milani_baked_blush,Baked Blush,Milani,blush,8.99,USD,https://images.openbeautyfacts.org/images/products/405/972/944/7395/front_es.5.400.jpg,true,,shimmer,,true,2026-01-25 12:20:45.448514+00,"Baked Blush by Milani is a blush designed for smooth, blendable application. It offers a shimmer finish; skin-friendly formula. Blend it softly for a natural flush or build it up for more impact.",All,Powder
e2c49f67-76ab-42e4-adf4-4741eb27bb15,2026-01-25 12:20:45.448514+00,lip_clinique_pop,Pop Lip Colour + Primer,Clinique,lipstick,24.0,USD,,true,allergy_tested,satin,,true,2026-01-25 12:20:45.448514+00,"Pop Lip Colour + Primer by Clinique is a lipstick designed for smooth, blendable application. It offers a satin finish; features allergy_tested; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Stick
e5b89e1a-d521-412f-8df9-717b79ab3581,2026-01-25 12:20:45.448514+00,blu_elf_putty_blush,Putty Blush,e.l.f.,blush,7.0,USD,https://images.openbeautyfacts.org/images/products/501/838/903/1367/front_en.3.400.jpg,true,fragrance_free,matte,,true,2026-01-25 12:20:45.448514+00,"Putty Blush by e.l.f. is a blush designed for smooth, blendable application. It offers a matte finish; features fragrance_free; skin-friendly formula. Blend it softly for a natural flush or build it up for more impact.",All,Cream
e7a83081-5afb-445c-8105-ac97228e83b1,2026-01-25 12:20:45.448514+00,mas_nyx_ontherise,On The Rise Mascara,NYX,mascara,11.0,USD,https://images.openbeautyfacts.org/images/products/065/198/680/0216/front_en.21.400.jpg,true,,natural,,true,2026-01-25 12:20:45.448514+00,"On The Rise Mascara by NYX is a mascara designed for smooth, blendable application. It offers a natural finish; skin-friendly formula. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Liquid
e8070ef7-1ede-4c25-b910-fe7b14b0a1d2,2026-01-25 12:20:45.448514+00,esh_maybelline_the_nudes,The Nudes Eyeshadow Palette,Maybelline,eyeshadow,12.99,USD,https://images.openbeautyfacts.org/images/products/425/058/773/3808/front_de.3.400.jpg,true,,matte,,true,2026-01-25 12:20:45.448514+00,"The Nudes Eyeshadow Palette by Maybelline is a eyeshadow designed for smooth, blendable application. It offers a matte finish; skin-friendly formula. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Powder
ed6fe350-3fae-49ba-900f-41a3baaaad77,2026-01-25 12:20:45.448514+00,eln_kvd_tattoo,Tattoo Liner,KVD Beauty,eyeliner,23.0,USD,https://images.openbeautyfacts.org/images/products/885/891/061/4907/front_en.3.400.jpg,false,long_wear,matte,,true,2026-01-25 12:20:45.448514+00,"Tattoo Liner by KVD Beauty is a lip liner designed for smooth, blendable application. It offers a matte finish; features long_wear. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
edbe656c-941f-4235-92f4-e2e654caf38b,2026-01-25 12:20:45.448514+00,blu_essence_the_blush,The Blush,Essence,blush,4.0,USD,https://images.openbeautyfacts.org/images/products/880/617/948/4687/front_fr.3.400.jpg,true,,matte,,true,2026-01-25 12:20:45.448514+00,"The Blush by Essence is a blush designed for smooth, blendable application. It offers a matte finish; skin-friendly formula. Blend it softly for a natural flush or build it up for more impact.",All,Powder
eed1e907-9887-4073-8c81-31bcc8d360d8,2026-01-25 12:20:45.448514+00,mas_elf_big_mood,Big Mood Mascara,e.l.f.,mascara,6.0,USD,https://images.openbeautyfacts.org/images/products/885/891/061/7441/front_en.3.400.jpg,true,fragrance_free,natural,,true,2026-01-25 12:20:45.448514+00,"Big Mood Mascara by e.l.f. is a mascara designed for smooth, blendable application. It offers a natural finish; features fragrance_free; skin-friendly formula. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Liquid
f395482d-3595-4cbe-b3f1-28c6fcd61960,2026-01-25 12:20:45.448514+00,eln_revlon_colorstay,ColorStay Pencil Liner,Revlon,eyeliner,8.99,USD,https://images.openbeautyfacts.org/images/products/030/997/541/0068/front_es.3.400.jpg,true,,matte,,true,2026-01-25 12:20:45.448514+00,"ColorStay Pencil Liner by Revlon is a lip liner designed for smooth, blendable application. It offers a matte finish; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Pencil
f6091d0d-a77b-4286-ad6f-79b6263d5d8d,2026-01-25 12:20:45.448514+00,fnd_nyx_cantstopwontstop,Can’t Stop Won’t Stop Foundation,NYX,foundation,15.0,USD,https://images.openbeautyfacts.org/images/products/080/089/715/7203/front_es.3.400.jpg,true,long_wear,matte,full,true,2026-01-25 12:20:45.448514+00,"Can’t Stop Won’t Stop Foundation by NYX is a foundation designed for comfortable all-day wear. It offers full coverage; a matte finish; features long_wear; skin-friendly formula. Use it alone for a natural base or pair it with your routine for a polished finish.","Oily, Combination",Liquid
fa57ebd4-e949-4ab5-88db-cf18fc461a1a,2026-01-25 12:20:45.448514+00,lsh_ardell_wispies,Wispies Lashes,Ardell,eyelashes,7.99,USD,,true,,natural,,true,2026-01-25 12:20:45.448514+00,"Wispies Lashes by Ardell is a eyelashes designed for smooth, blendable application. It offers a natural finish; skin-friendly formula. A versatile pick to elevate your everyday routine.",All,Lashes
fc958e41-695d-4835-8022-d231cab0e34c,2026-01-25 12:20:45.448514+00,lip_milani_color_statement,Color Statement Lipstick,Milani,lipstick,7.99,USD,https://images.openbeautyfacts.org/images/products/008/155/577/4806/front_en.9.400.jpg,true,,satin,,true,2026-01-25 12:20:45.448514+00,"Color Statement Lipstick by Milani is a lipstick designed for smooth, blendable application. It offers a satin finish; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Stick
